ActivityID,LeadID,OpportunityID,AccountID,UserID,ActivityType,ActivityDate,Status
ACT005857,LEAD001488,,ACC02553,USR0103,Meeting,2024-07-24,Cancelled
ACT005858,LEAD004882,,ACC01285,USR0039,Meeting,2023-08-16,Completed
ACT005859,LEAD026139,,ACC03583,USR0039,Email,2025-06-12,Completed
ACT005860,LEAD010812,,ACC01806,USR0113,Call,2024-11-21,Completed
ACT005861,LEAD053825,OPP22010,ACC03344,USR0072,Email,2024-09-05,Completed
ACT005862,LEAD025604,,ACC00448,USR0113,Demo,2025-04-13,Completed
ACT005863,LEAD031688,,ACC04762,USR0103,Follow-up,2022-10-10,Completed
ACT005864,LEAD030227,,ACC02213,USR0134,Meeting,2025-05-02,Scheduled
ACT005865,LEAD008043,,ACC00134,USR0024,Demo,2023-12-03,Completed
ACT005866,LEAD033536,,ACC04016,USR0024,Email,2023-10-10,Completed
ACT005867,LEAD050065,,ACC00495,USR0115,Follow-up,2024-06-17,Completed
ACT005868,LEAD059710,,ACC03917,USR0113,Email,2024-07-17,Scheduled
ACT005869,LEAD028619,OPP11716,ACC03127,USR0039,Call,2024-06-10,Completed
ACT005870,LEAD027487,,ACC03678,USR0068,Demo,2022-12-02,Completed
ACT005871,LEAD037410,,ACC02794,USR0072,Demo,2023-10-26,Cancelled
ACT005872,LEAD013962,,ACC02276,USR0134,Meeting,2022-10-24,Cancelled
ACT005873,LEAD006357,OPP02587,ACC01292,USR0072,Call,2022-09-12,Completed
ACT005874,LEAD026101,,ACC03536,USR0191,Call,2025-03-27,Scheduled
ACT005875,LEAD013817,,ACC04454,USR0191,Email,2022-10-08,Scheduled
ACT005876,LEAD022913,OPP09334,ACC02074,USR0039,Follow-up,2024-01-16,Scheduled
ACT005877,LEAD023082,OPP09395,ACC02599,USR0113,Follow-up,2023-12-18,Cancelled
ACT005878,LEAD058965,,ACC00681,USR0072,Email,2025-02-25,Completed
ACT005879,LEAD001042,,ACC03142,USR0115,Call,2024-09-25,Scheduled
ACT005880,LEAD025803,OPP10535,ACC04479,USR0039,Email,2025-04-07,Completed
ACT005881,LEAD005334,,ACC02703,USR0115,Call,2025-03-17,Completed
ACT005882,LEAD026042,,ACC00487,USR0115,Demo,2025-05-15,Scheduled
ACT005883,LEAD032053,OPP13097,ACC04580,USR0068,Follow-up,2022-10-10,Scheduled
ACT005884,LEAD004011,,ACC01623,USR0113,Follow-up,2024-09-21,Cancelled
ACT005885,LEAD010036,OPP04093,ACC04576,USR0024,Meeting,2022-09-02,Scheduled
ACT005886,LEAD029223,OPP11967,ACC03361,USR0113,Meeting,2024-07-26,Completed
ACT005887,LEAD014921,,ACC03620,USR0115,Follow-up,2024-05-12,Scheduled
ACT005888,LEAD023554,,ACC02680,USR0039,Call,2024-01-23,Scheduled
ACT005889,LEAD023771,,ACC00501,USR0191,Follow-up,2024-01-11,Completed
ACT005890,LEAD054463,OPP22272,ACC00269,USR0191,Email,2024-06-26,Cancelled
ACT005891,LEAD047758,OPP19551,ACC04299,USR0024,Email,2023-07-11,Completed
ACT005892,LEAD048620,OPP19889,ACC02634,USR0024,Call,2024-03-05,Cancelled
ACT005893,LEAD019898,,ACC03901,USR0072,Demo,2024-09-08,Scheduled
ACT005894,LEAD055901,,ACC02873,USR0103,Follow-up,2023-03-21,Completed
ACT005895,LEAD014000,,ACC02487,USR0024,Email,2022-10-31,Scheduled
ACT005896,LEAD037410,,ACC02794,USR0072,Meeting,2023-10-22,Scheduled
ACT005897,LEAD003752,,ACC03316,USR0115,Demo,2024-10-21,Cancelled
ACT005898,LEAD001777,,ACC01125,USR0072,Follow-up,2024-10-28,Cancelled
ACT005899,LEAD028504,OPP11665,ACC01895,USR0134,Meeting,2024-07-16,Completed
ACT005900,LEAD023233,OPP09456,ACC04431,USR0039,Demo,2024-01-19,Scheduled
ACT005901,LEAD041451,,ACC02550,USR0113,Email,2023-06-24,Cancelled
ACT005902,LEAD005750,,ACC04515,USR0115,Call,2025-05-03,Cancelled
ACT005903,LEAD059249,,ACC00212,USR0191,Demo,2024-06-17,Cancelled
ACT005904,LEAD032336,OPP13206,ACC01281,USR0191,Email,2022-07-16,Completed
ACT005905,LEAD038315,,ACC01212,USR0115,Email,2023-01-19,Cancelled
ACT005906,LEAD021302,,ACC00031,USR0113,Email,2025-01-24,Completed
ACT005907,LEAD010525,,ACC02045,USR0113,Meeting,2023-12-25,Completed
ACT005908,LEAD052590,,ACC03274,USR0113,Demo,2023-07-02,Scheduled
ACT005909,LEAD022501,OPP09174,ACC00598,USR0072,Meeting,2023-04-22,Completed
ACT005910,LEAD030162,,ACC03881,USR0103,Follow-up,2025-04-19,Scheduled
ACT005911,LEAD028660,OPP11737,ACC04414,USR0039,Email,2024-09-28,Scheduled
ACT005912,LEAD002473,,ACC00822,USR0191,Meeting,2023-07-16,Cancelled
ACT005913,LEAD055735,OPP22774,ACC01018,USR0024,Call,2025-04-20,Cancelled
ACT005914,LEAD026195,OPP10697,ACC04572,USR0072,Follow-up,2025-01-02,Scheduled
ACT005915,LEAD009351,OPP03784,ACC02711,USR0024,Email,2024-08-18,Scheduled
ACT005916,LEAD020507,,ACC01550,USR0072,Demo,2025-01-02,Cancelled
ACT005917,LEAD001804,OPP00743,ACC04464,USR0072,Call,2024-11-20,Cancelled
ACT005918,LEAD012125,,ACC03578,USR0113,Meeting,2024-04-18,Cancelled
ACT005919,LEAD007614,,ACC01663,USR0068,Call,2022-11-07,Scheduled
ACT005920,LEAD030468,,ACC03998,USR0134,Call,2025-04-07,Cancelled
ACT005921,LEAD014120,OPP05757,ACC02309,USR0113,Call,2022-10-01,Completed
ACT005922,LEAD017529,,ACC00386,USR0039,Call,2023-04-21,Completed
ACT005923,LEAD028498,,ACC02653,USR0113,Meeting,2024-09-20,Completed
ACT005924,LEAD009423,OPP03816,ACC01239,USR0113,Meeting,2024-08-30,Scheduled
ACT005925,LEAD039865,,ACC02136,USR0115,Demo,2022-10-05,Cancelled
ACT005926,LEAD028060,,ACC01506,USR0024,Follow-up,2024-08-04,Completed
ACT005927,LEAD056179,,ACC02944,USR0068,Follow-up,2023-05-09,Completed
ACT005928,LEAD045495,,ACC03275,USR0072,Email,2023-03-25,Completed
ACT005929,LEAD008060,,ACC04413,USR0113,Meeting,2023-11-26,Cancelled
ACT005930,LEAD012310,OPP05010,ACC02955,USR0191,Email,2023-09-25,Cancelled
ACT005931,LEAD015628,,ACC00828,USR0113,Follow-up,2022-10-09,Cancelled
ACT005932,LEAD050438,,ACC00399,USR0072,Follow-up,2023-03-01,Scheduled
ACT005933,LEAD049739,,ACC00920,USR0103,Email,2024-05-12,Cancelled
ACT005934,LEAD017022,,ACC02561,USR0024,Email,2023-03-08,Scheduled
ACT005935,LEAD004482,OPP01844,ACC01841,USR0039,Call,2023-08-15,Cancelled
ACT005936,LEAD047193,,ACC00497,USR0113,Follow-up,2023-02-03,Completed
ACT005937,LEAD044707,,ACC00141,USR0191,Email,2025-09-05,Cancelled
ACT005938,LEAD030134,OPP12352,ACC04573,USR0113,Demo,2025-04-05,Completed
ACT005939,LEAD023558,,ACC04159,USR0068,Call,2023-12-09,Scheduled
ACT005940,LEAD042440,OPP17332,ACC02950,USR0039,Demo,2022-06-15,Cancelled
ACT005941,LEAD017680,OPP07195,ACC03672,USR0103,Demo,2024-02-25,Scheduled
ACT005942,LEAD004578,,ACC04230,USR0039,Email,2023-08-01,Cancelled
ACT005943,LEAD031005,OPP12702,ACC02544,USR0115,Call,2024-06-05,Completed
ACT005944,LEAD004109,OPP01681,ACC04555,USR0068,Follow-up,2024-06-09,Cancelled
ACT005945,LEAD002100,OPP00879,ACC02743,USR0024,Email,2024-11-30,Cancelled
ACT005946,LEAD002557,,ACC03755,USR0072,Follow-up,2023-06-09,Completed
ACT005947,LEAD019688,OPP08017,ACC01548,USR0103,Demo,2024-11-08,Completed
ACT005948,LEAD054105,,ACC04761,USR0103,Demo,2024-07-05,Completed
ACT005949,LEAD017979,OPP07326,ACC00785,USR0191,Email,2024-03-01,Scheduled
ACT005950,LEAD028703,OPP11753,ACC02465,USR0113,Email,2024-08-02,Cancelled
ACT005951,LEAD045472,,ACC03773,USR0191,Demo,2023-06-02,Cancelled
ACT005952,LEAD060805,OPP24836,ACC04582,USR0072,Email,2024-08-24,Scheduled
ACT005953,LEAD010737,OPP04395,ACC04148,USR0024,Email,2024-10-14,Scheduled
ACT005954,LEAD036203,OPP14792,ACC00836,USR0191,Demo,2024-01-02,Completed
ACT005955,LEAD050063,,ACC03718,USR0134,Follow-up,2024-03-23,Cancelled
ACT005956,LEAD028825,OPP11805,ACC02945,USR0024,Email,2024-05-22,Scheduled
ACT005957,LEAD010747,,ACC00329,USR0113,Meeting,2024-09-15,Scheduled
ACT005958,LEAD043346,,ACC04062,USR0072,Call,2023-06-12,Cancelled
ACT005959,LEAD044491,,ACC04628,USR0103,Follow-up,2025-05-05,Completed
ACT005960,LEAD052885,,ACC02504,USR0134,Follow-up,2023-07-22,Scheduled
ACT005961,LEAD021752,,ACC01353,USR0103,Demo,2023-12-16,Scheduled
ACT005962,LEAD051877,OPP21257,ACC04263,USR0115,Call,2023-11-08,Cancelled
ACT005963,LEAD005524,,ACC04309,USR0191,Follow-up,2024-12-19,Scheduled
ACT005964,LEAD030096,,ACC04837,USR0134,Call,2022-05-02,Cancelled
ACT005965,LEAD005114,,ACC04973,USR0072,Meeting,2023-07-26,Completed
ACT005966,LEAD017525,,ACC00883,USR0113,Meeting,2023-01-19,Completed
ACT005967,LEAD053614,OPP21919,ACC03670,USR0024,Demo,2022-05-04,Scheduled
ACT005968,LEAD042397,OPP17310,ACC03840,USR0039,Email,2022-08-19,Cancelled
ACT005969,LEAD060414,,ACC03875,USR0134,Demo,2022-08-20,Scheduled
ACT005970,LEAD038607,,ACC00537,USR0068,Follow-up,2023-02-01,Completed
ACT005971,LEAD032599,,ACC00136,USR0115,Follow-up,2023-04-26,Cancelled
ACT005972,LEAD030398,OPP12452,ACC00983,USR0039,Meeting,2025-04-14,Completed
ACT005973,LEAD044843,,ACC01019,USR0191,Demo,2025-09-06,Cancelled
ACT005974,LEAD035667,OPP14583,ACC00540,USR0134,Demo,2023-02-07,Completed
ACT005975,LEAD054536,OPP22299,ACC03671,USR0039,Call,2024-07-23,Scheduled
ACT005976,LEAD018719,,ACC02192,USR0072,Meeting,2023-07-09,Scheduled
ACT005977,LEAD023651,OPP09632,ACC00448,USR0115,Follow-up,2023-12-14,Scheduled
ACT005978,LEAD058369,OPP23858,ACC03249,USR0113,Meeting,2023-07-25,Scheduled
ACT005979,LEAD046580,OPP19059,ACC02400,USR0103,Call,2025-05-02,Completed
ACT005980,LEAD051991,,ACC04182,USR0191,Demo,2023-10-02,Completed
ACT005981,LEAD031142,OPP12764,ACC04630,USR0134,Demo,2024-05-02,Completed
ACT005982,LEAD000771,,ACC00192,USR0068,Demo,2025-01-18,Cancelled
ACT005983,LEAD054274,OPP22179,ACC02797,USR0113,Call,2024-07-02,Cancelled
ACT005984,LEAD058937,OPP24097,ACC03905,USR0115,Follow-up,2025-01-29,Cancelled
ACT005985,LEAD015637,,ACC04159,USR0113,Follow-up,2022-10-17,Scheduled
ACT005986,LEAD058646,OPP23976,ACC01440,USR0068,Follow-up,2025-02-27,Cancelled
ACT005987,LEAD015709,,ACC01074,USR0115,Call,2022-09-10,Cancelled
ACT005988,LEAD002312,,ACC01932,USR0113,Follow-up,2023-05-09,Cancelled
ACT005989,LEAD004451,,ACC04517,USR0039,Follow-up,2023-07-28,Completed
ACT005990,LEAD006411,OPP02608,ACC04700,USR0039,Email,2022-07-27,Scheduled
ACT005991,LEAD055025,,ACC02582,USR0072,Follow-up,2024-05-09,Scheduled
ACT005992,LEAD002501,,ACC04818,USR0072,Demo,2023-06-25,Cancelled
ACT005993,LEAD034056,,ACC01667,USR0115,Call,2023-10-09,Scheduled
ACT005994,LEAD031310,,ACC02664,USR0103,Demo,2024-04-16,Scheduled
ACT005995,LEAD031885,,ACC03787,USR0024,Follow-up,2022-10-05,Completed
ACT005996,LEAD047250,OPP19344,ACC04254,USR0134,Demo,2023-01-27,Cancelled
ACT005997,LEAD058365,,ACC03099,USR0113,Call,2023-06-08,Completed
ACT005998,LEAD019858,,ACC02039,USR0134,Email,2024-11-12,Completed
ACT005999,LEAD060318,OPP24644,ACC00556,USR0115,Meeting,2022-09-07,Completed
ACT006000,LEAD029406,OPP12054,ACC00450,USR0072,Demo,2024-07-18,Completed
ACT006001,LEAD029692,,ACC01515,USR0072,Demo,2022-07-24,Scheduled
ACT006002,LEAD014700,OPP06003,ACC00130,USR0113,Meeting,2024-01-03,Scheduled
ACT006003,LEAD055946,,ACC00768,USR0191,Meeting,2023-04-21,Scheduled
ACT006004,LEAD021144,OPP08611,ACC02300,USR0134,Call,2025-02-18,Scheduled
ACT006005,LEAD036193,,ACC03193,USR0134,Meeting,2023-11-12,Completed
ACT006006,LEAD011311,,ACC04579,USR0134,Follow-up,2023-04-04,Cancelled
ACT006007,LEAD024640,OPP10037,ACC02988,USR0103,Meeting,2024-06-14,Cancelled
ACT006008,LEAD055249,OPP22585,ACC00923,USR0191,Meeting,2025-03-24,Completed
ACT006009,LEAD053601,,ACC03971,USR0068,Demo,2022-07-09,Completed
ACT006010,LEAD061190,OPP24989,ACC03432,USR0039,Meeting,2023-03-14,Cancelled
ACT006011,LEAD057839,OPP23627,ACC00913,USR0072,Email,2023-09-10,Scheduled
ACT006012,LEAD038682,,ACC04787,USR0191,Meeting,2023-02-20,Completed
ACT006013,LEAD036758,OPP15015,ACC03805,USR0068,Call,2025-06-04,Cancelled
ACT006014,LEAD012631,,ACC03104,USR0072,Meeting,2023-10-04,Cancelled
ACT006015,LEAD003587,OPP01472,ACC00644,USR0134,Email,2024-10-06,Scheduled
ACT006016,LEAD020174,,ACC03551,USR0072,Meeting,2023-08-26,Cancelled
ACT006017,LEAD025751,,ACC02843,USR0134,Meeting,2024-12-21,Scheduled
ACT006018,LEAD024655,OPP10044,ACC01838,USR0024,Demo,2024-06-24,Scheduled
ACT006019,LEAD007166,,ACC03994,USR0068,Email,2024-01-21,Completed
ACT006020,LEAD017869,,ACC04808,USR0039,Call,2024-02-16,Completed
ACT006021,LEAD012158,,ACC03617,USR0191,Follow-up,2024-04-01,Scheduled
ACT006022,LEAD018148,,ACC04387,USR0191,Follow-up,2023-01-02,Cancelled
ACT006023,LEAD049690,OPP20313,ACC00787,USR0103,Follow-up,2024-04-26,Scheduled
ACT006024,LEAD035595,,ACC01968,USR0191,Follow-up,2023-01-28,Cancelled
ACT006025,LEAD055359,,ACC00806,USR0134,Demo,2025-04-12,Cancelled
ACT006026,LEAD052476,,ACC02153,USR0068,Call,2023-09-09,Completed
ACT006027,LEAD058082,,ACC02515,USR0113,Call,2023-06-24,Cancelled
ACT006028,LEAD046273,,ACC01281,USR0134,Demo,2022-07-30,Scheduled
ACT006029,LEAD023658,,ACC02587,USR0191,Meeting,2023-12-11,Cancelled
ACT006030,LEAD038454,,ACC02170,USR0024,Demo,2023-03-01,Completed
ACT006031,LEAD054891,OPP22452,ACC01984,USR0115,Demo,2024-06-15,Completed
ACT006032,LEAD054366,OPP22226,ACC00023,USR0072,Meeting,2024-07-19,Cancelled
ACT006033,LEAD003657,,ACC02901,USR0039,Call,2024-09-01,Scheduled
ACT006034,LEAD029584,OPP12123,ACC03448,USR0072,Demo,2022-05-26,Completed
ACT006035,LEAD024415,,ACC00244,USR0039,Follow-up,2022-07-09,Completed
ACT006036,LEAD049300,,ACC02932,USR0191,Meeting,2024-04-20,Completed
ACT006037,LEAD061279,OPP25028,ACC03268,USR0068,Email,2023-03-14,Cancelled
ACT006038,LEAD026817,,ACC00164,USR0024,Email,2023-08-29,Completed
ACT006039,LEAD020007,,ACC03188,USR0103,Email,2023-09-19,Completed
ACT006040,LEAD015578,,ACC03489,USR0068,Meeting,2022-09-13,Completed
ACT006041,LEAD051547,OPP21099,ACC01355,USR0113,Follow-up,2023-10-05,Scheduled
ACT006042,LEAD046176,,ACC03004,USR0115,Demo,2022-06-30,Scheduled
ACT006043,LEAD045445,,ACC04248,USR0191,Follow-up,2023-02-20,Cancelled
ACT006044,LEAD056714,,ACC03759,USR0113,Demo,2025-04-11,Completed
ACT006045,LEAD007673,OPP03110,ACC00060,USR0115,Follow-up,2022-11-27,Cancelled
ACT006046,LEAD023407,,ACC04233,USR0191,Follow-up,2024-01-18,Scheduled
ACT006047,LEAD034160,OPP13987,ACC01635,USR0024,Meeting,2023-10-25,Cancelled
ACT006048,LEAD006968,OPP02815,ACC01651,USR0068,Meeting,2024-02-04,Scheduled
ACT006049,LEAD005212,OPP02138,ACC00357,USR0115,Meeting,2023-07-18,Scheduled
ACT006050,LEAD020659,,ACC01907,USR0068,Email,2025-01-30,Scheduled
ACT006051,LEAD017616,OPP07169,ACC00874,USR0072,Meeting,2024-03-07,Completed
ACT006052,LEAD002029,OPP00845,ACC02648,USR0024,Email,2025-01-10,Scheduled
ACT006053,LEAD060993,OPP24909,ACC02848,USR0039,Email,2023-04-29,Cancelled
ACT006054,LEAD012479,,ACC03099,USR0113,Email,2023-10-28,Completed
ACT006055,LEAD004062,OPP01665,ACC03877,USR0191,Follow-up,2024-07-14,Cancelled
ACT006056,LEAD025271,,ACC04176,USR0072,Follow-up,2024-05-25,Scheduled
ACT006057,LEAD006930,,ACC00175,USR0039,Follow-up,2024-01-08,Completed
ACT006058,LEAD004965,,ACC03737,USR0113,Meeting,2023-09-16,Cancelled
ACT006059,LEAD014937,OPP06106,ACC03457,USR0115,Follow-up,2024-05-22,Completed
ACT006060,LEAD029403,,ACC02981,USR0039,Meeting,2024-04-04,Cancelled
ACT006061,LEAD057956,,ACC00677,USR0191,Call,2023-09-26,Scheduled
ACT006062,LEAD056310,,ACC00979,USR0068,Demo,2023-04-20,Scheduled
ACT006063,LEAD004823,,ACC04566,USR0134,Demo,2023-08-04,Completed
ACT006064,LEAD013701,OPP05576,ACC04101,USR0072,Call,2022-12-30,Cancelled
ACT006065,LEAD034103,,ACC02186,USR0039,Follow-up,2023-10-27,Cancelled
ACT006066,LEAD014926,OPP06101,ACC02827,USR0103,Meeting,2024-04-21,Scheduled
ACT006067,LEAD017794,,ACC02338,USR0191,Email,2024-02-29,Completed
ACT006068,LEAD032175,,ACC01086,USR0103,Meeting,2022-09-22,Completed
ACT006069,LEAD042962,,ACC03076,USR0068,Meeting,2023-10-07,Cancelled
ACT006070,LEAD039247,,ACC02393,USR0072,Call,2023-02-26,Cancelled
ACT006071,LEAD006301,,ACC02421,USR0024,Demo,2022-09-10,Scheduled
ACT006072,LEAD019966,,ACC04348,USR0115,Email,2023-09-26,Scheduled
ACT006073,LEAD030804,,ACC00533,USR0191,Demo,2025-04-01,Scheduled
ACT006074,LEAD061548,OPP25150,ACC04629,USR0024,Meeting,2023-04-04,Scheduled
ACT006075,LEAD021323,,ACC01738,USR0115,Follow-up,2025-01-16,Cancelled
ACT006076,LEAD007700,,ACC02438,USR0134,Email,2022-09-28,Cancelled
ACT006077,LEAD020290,,ACC01825,USR0115,Follow-up,2023-07-18,Scheduled
ACT006078,LEAD006187,OPP02516,ACC01567,USR0191,Call,2022-07-18,Cancelled
ACT006079,LEAD022878,OPP09316,ACC02794,USR0072,Meeting,2024-01-19,Cancelled
ACT006080,LEAD008272,OPP03335,ACC03816,USR0068,Call,2022-07-21,Cancelled
ACT006081,LEAD037478,,ACC00322,USR0134,Follow-up,2023-12-07,Scheduled
ACT006082,LEAD041070,,ACC04332,USR0068,Email,2025-04-29,Cancelled
ACT006083,LEAD019976,OPP08128,ACC02548,USR0039,Email,2023-08-30,Cancelled
ACT006084,LEAD048372,OPP19800,ACC03300,USR0103,Email,2023-08-09,Completed
ACT006085,LEAD028665,,ACC02977,USR0068,Demo,2024-09-07,Cancelled
ACT006086,LEAD000035,OPP00017,ACC04599,USR0039,Meeting,2022-09-14,Completed
ACT006087,LEAD029108,,ACC00097,USR0103,Demo,2024-04-13,Cancelled
ACT006088,LEAD059739,,ACC01138,USR0103,Demo,2024-07-19,Scheduled
ACT006089,LEAD015347,,ACC00094,USR0068,Demo,2024-04-15,Completed
ACT006090,LEAD052471,OPP21499,ACC03907,USR0039,Meeting,2023-08-01,Completed
ACT006091,LEAD032217,OPP13160,ACC01268,USR0115,Meeting,2022-07-09,Scheduled
ACT006092,LEAD042128,OPP17213,ACC04665,USR0191,Demo,2022-07-16,Scheduled
ACT006093,LEAD020589,OPP08379,ACC00780,USR0072,Call,2024-12-14,Completed
ACT006094,LEAD056587,OPP23097,ACC00773,USR0115,Demo,2023-04-04,Completed
ACT006095,LEAD009013,,ACC04468,USR0103,Meeting,2025-04-18,Cancelled
ACT006096,LEAD023165,,ACC02072,USR0068,Call,2024-01-29,Scheduled
ACT006097,LEAD009252,OPP03743,ACC00810,USR0134,Call,2025-02-05,Cancelled
ACT006098,LEAD012190,OPP04962,ACC03974,USR0113,Call,2024-03-21,Cancelled
ACT006099,LEAD011575,,ACC04817,USR0191,Follow-up,2024-03-30,Completed
ACT006100,LEAD021093,OPP08594,ACC02730,USR0068,Meeting,2025-03-26,Completed
ACT006101,LEAD015231,,ACC04102,USR0039,Call,2024-04-30,Cancelled
ACT006102,LEAD037385,,ACC03788,USR0115,Call,2023-12-05,Scheduled
ACT006103,LEAD005135,,ACC02742,USR0024,Meeting,2023-08-15,Completed
ACT006104,LEAD006396,,ACC02170,USR0134,Follow-up,2022-06-13,Cancelled
ACT006105,LEAD037839,OPP15440,ACC01464,USR0115,Call,2025-01-06,Completed
ACT006106,LEAD055075,,ACC00408,USR0072,Follow-up,2024-04-28,Scheduled
ACT006107,LEAD040803,OPP16652,ACC00814,USR0103,Follow-up,2023-02-27,Completed
ACT006108,LEAD021188,OPP08631,ACC00591,USR0115,Call,2025-02-25,Cancelled
ACT006109,LEAD037583,,ACC01353,USR0113,Email,2024-11-19,Cancelled
ACT006110,LEAD025224,,ACC01717,USR0134,Follow-up,2024-04-21,Completed
ACT006111,LEAD052304,OPP21436,ACC02431,USR0039,Demo,2023-11-18,Cancelled
ACT006112,LEAD061076,,ACC01672,USR0072,Email,2023-04-22,Cancelled
ACT006113,LEAD037565,,ACC03488,USR0134,Demo,2024-11-18,Completed
ACT006114,LEAD039214,,ACC01581,USR0039,Call,2023-01-08,Cancelled
ACT006115,LEAD046814,OPP19161,ACC04890,USR0113,Call,2023-10-31,Scheduled
ACT006116,LEAD028430,,ACC00776,USR0068,Meeting,2024-08-08,Completed
ACT006117,LEAD015790,OPP06441,ACC02904,USR0191,Email,2022-10-14,Cancelled
ACT006118,LEAD050447,OPP20625,ACC01764,USR0068,Email,2022-11-09,Completed
ACT006119,LEAD045147,,ACC02171,USR0072,Email,2025-07-08,Cancelled
ACT006120,LEAD042990,,ACC02652,USR0068,Follow-up,2023-08-21,Scheduled
ACT006121,LEAD008982,OPP03643,ACC00487,USR0039,Follow-up,2025-01-28,Scheduled
ACT006122,LEAD000772,,ACC03057,USR0115,Demo,2024-10-10,Completed
ACT006123,LEAD058271,OPP23811,ACC04760,USR0115,Follow-up,2023-09-09,Completed
ACT006124,LEAD021884,OPP08923,ACC03754,USR0039,Email,2024-01-28,Scheduled
ACT006125,LEAD036519,,ACC02205,USR0115,Email,2022-06-05,Scheduled
ACT006126,LEAD017536,,ACC03004,USR0115,Demo,2022-12-31,Completed
ACT006127,LEAD061470,,ACC03902,USR0072,Call,2023-04-25,Scheduled
ACT006128,LEAD050401,,ACC02503,USR0039,Follow-up,2023-01-22,Completed
ACT006129,LEAD059033,OPP24140,ACC04120,USR0134,Follow-up,2025-03-09,Completed
ACT006130,LEAD010193,OPP04164,ACC04693,USR0024,Meeting,2022-11-21,Cancelled
ACT006131,LEAD051263,OPP20981,ACC02171,USR0024,Follow-up,2024-04-20,Cancelled
ACT006132,LEAD055890,,ACC03793,USR0191,Follow-up,2023-04-06,Scheduled
ACT006133,LEAD004165,,ACC00762,USR0115,Follow-up,2024-07-01,Cancelled
ACT006134,LEAD060148,OPP24572,ACC00036,USR0072,Meeting,2022-10-13,Scheduled
ACT006135,LEAD016814,OPP06861,ACC01664,USR0113,Demo,2022-11-22,Completed
ACT006136,LEAD002438,OPP01014,ACC00049,USR0072,Demo,2023-05-13,Scheduled
ACT006137,LEAD059821,OPP24447,ACC01673,USR0068,Demo,2024-08-03,Completed
ACT006138,LEAD031787,,ACC00716,USR0024,Call,2022-07-11,Scheduled
ACT006139,LEAD031599,OPP12935,ACC01649,USR0024,Meeting,2022-10-21,Cancelled
ACT006140,LEAD043002,,ACC02901,USR0115,Follow-up,2023-09-14,Scheduled
ACT006141,LEAD017431,,ACC03852,USR0024,Demo,2023-03-15,Scheduled
ACT006142,LEAD033309,,ACC00429,USR0024,Call,2025-05-31,Cancelled
ACT006143,LEAD031578,,ACC03456,USR0191,Call,2022-08-15,Completed
ACT006144,LEAD006221,,ACC02489,USR0039,Meeting,2022-09-08,Cancelled
ACT006145,LEAD024914,,ACC02417,USR0039,Follow-up,2024-05-23,Cancelled
ACT006146,LEAD042653,,ACC02478,USR0113,Meeting,2023-10-25,Cancelled
ACT006147,LEAD060528,,ACC04100,USR0103,Follow-up,2022-08-28,Completed
ACT006148,LEAD032275,OPP13181,ACC04852,USR0024,Meeting,2022-10-08,Scheduled
ACT006149,LEAD057407,,ACC01643,USR0024,Meeting,2023-12-20,Cancelled
ACT006150,LEAD059723,OPP24408,ACC02471,USR0068,Demo,2024-05-03,Cancelled
ACT006151,LEAD029752,OPP12194,ACC00200,USR0134,Follow-up,2022-04-18,Completed
ACT006152,LEAD025260,OPP10302,ACC02357,USR0103,Meeting,2024-06-27,Cancelled
ACT006153,LEAD013478,,ACC02117,USR0103,Call,2025-01-18,Completed
ACT006154,LEAD045970,,ACC04801,USR0191,Demo,2023-12-13,Completed
ACT006155,LEAD041629,OPP16999,ACC01123,USR0115,Email,2023-06-08,Cancelled
ACT006156,LEAD054296,,ACC02569,USR0072,Call,2024-06-02,Cancelled
ACT006157,LEAD003718,,ACC00866,USR0134,Demo,2024-10-29,Completed
ACT006158,LEAD012997,,ACC01727,USR0068,Follow-up,2025-01-20,Completed
ACT006159,LEAD004229,,ACC01111,USR0072,Demo,2024-06-16,Completed
ACT006160,LEAD051722,OPP21190,ACC01762,USR0191,Call,2023-10-10,Scheduled
ACT006161,LEAD032417,,ACC01923,USR0039,Email,2022-08-01,Cancelled
ACT006162,LEAD016202,OPP06604,ACC04274,USR0113,Meeting,2023-11-06,Completed
ACT006163,LEAD044530,,ACC01501,USR0039,Email,2025-08-16,Scheduled
ACT006164,LEAD013885,,ACC02269,USR0134,Demo,2022-12-11,Completed
ACT006165,LEAD030922,OPP12669,ACC04000,USR0039,Email,2025-03-30,Cancelled
ACT006166,LEAD050405,OPP20607,ACC00553,USR0024,Follow-up,2023-02-04,Cancelled
ACT006167,LEAD046047,,ACC00886,USR0115,Demo,2023-11-15,Cancelled
ACT006168,LEAD040026,,ACC00582,USR0068,Meeting,2022-12-08,Completed
ACT006169,LEAD019793,,ACC01944,USR0113,Meeting,2024-11-07,Scheduled
ACT006170,LEAD049206,OPP20118,ACC02444,USR0039,Call,2024-03-31,Scheduled
ACT006171,LEAD038599,OPP15745,ACC01290,USR0024,Demo,2023-04-21,Scheduled
ACT006172,LEAD015475,,ACC02340,USR0039,Email,2022-09-04,Scheduled
ACT006173,LEAD055121,OPP22538,ACC02033,USR0068,Follow-up,2024-04-30,Completed
ACT006174,LEAD042354,,ACC02783,USR0039,Demo,2022-07-10,Completed
ACT006175,LEAD054717,,ACC04707,USR0103,Demo,2024-04-28,Completed
ACT006176,LEAD032805,OPP13405,ACC00198,USR0039,Email,2023-08-20,Completed
