AccountID,AccountName,Industry,Country,City,Employees,AnnualRevenue,AssignedSalesRepID,CreatedDate,Status
ACC02165,Rapid Solutions 2165,Software,USA,Chicago,2557,24058813,USR0024,2020-02-14,Active
ACC02166,Rapid Solutions 2166,Telecom,USA,Boston,21,150129,USR0191,2020-11-27,Active
ACC02167,Digital Solutions 2167,Healthcare,Canada,Montreal,2407,33897781,USR0068,2024-11-24,Active
ACC02168,Fusion Industries 2168,Finance,India,Pune,3807,53035317,USR0134,2021-11-30,Active
ACC02169,Cloud Solutions 2169,Telecom,Germany,Hamburg,1853,16024744,USR0072,2019-05-12,Active
ACC02170,United Systems 2170,Manufacturing,Germany,Munich,2958,36492846,USR0072,2022-06-09,Active
ACC02171,Elite Enterprises 2171,Logistics,India,Bangalore,2695,20075055,USR0024,2021-09-12,Active
ACC02172,Next Systems 2172,Finance,USA,New York,501,6827628,USR0068,2020-04-27,Active
ACC02173,Prime Networks 2173,Education,India,Mumbai,621,5357988,USR0103,2022-09-24,Active
ACC02174,Rapid Software 2174,Retail,Germany,Munich,3377,20289016,USR0113,2022-05-24,Active
ACC02175,Digital Technologies 2175,Healthcare,Canada,Toronto,3221,22988277,USR0115,2022-11-14,Active
ACC02176,Blue Technologies 2176,Telecom,Canada,Vancouver,1548,18811296,USR0039,2024-03-13,Active
ACC02177,United Networks 2177,Automotive,India,Bangalore,3479,51443973,USR0113,2022-07-13,Active
ACC02178,Vertex Technologies 2178,Education,India,Bangalore,3426,18935502,USR0113,2024-06-17,Active
ACC02179,Next Technologies 2179,Manufacturing,India,Mumbai,4220,58632680,USR0068,2024-07-21,Active
ACC02180,Vision Systems 2180,Education,Germany,Berlin,95,1362965,USR0113,2023-01-17,Active
ACC02181,Fusion Corporation 2181,Retail,Canada,Toronto,876,10433160,USR0039,2024-08-14,Active
ACC02182,Vision Systems 2182,Telecom,Canada,Montreal,4156,35242880,USR0191,2024-12-14,Active
ACC02183,Cloud Group 2183,Logistics,UK,Birmingham,1631,18146506,USR0113,2019-06-11,Active
ACC02184,Rapid Consulting 2184,Education,Canada,Montreal,3759,17776311,USR0191,2022-03-11,Active
ACC02185,Apex Enterprises 2185,Logistics,UK,Birmingham,534,6287316,USR0191,2023-09-06,Active
ACC02186,Fusion Group 2186,Manufacturing,India,Bangalore,4860,37183860,USR0068,2024-01-15,Active
ACC02187,Nova Technologies 2187,Software,India,Chennai,2101,21993268,USR0191,2021-12-22,Active
ACC02188,Cloud Software 2188,Software,USA,Chicago,3700,29285500,USR0103,2023-06-15,Active
ACC02189,Smart Technologies 2189,Software,USA,Dallas,4404,57049416,USR0103,2023-09-04,Active
ACC02190,Cloud Industries 2190,Insurance,UK,Birmingham,439,5327704,USR0191,2021-05-24,Active
ACC02191,Infinity Industries 2191,Finance,USA,Chicago,3206,42277522,USR0068,2022-09-07,Active
ACC02192,Infinity Software 2192,Logistics,USA,Seattle,672,6307392,USR0191,2021-10-02,Active
ACC02193,Apex Solutions 2193,Manufacturing,India,Bangalore,1404,20738484,USR0039,2022-04-12,Active
ACC02194,Smart Systems 2194,Manufacturing,Germany,Berlin,1362,13512402,USR0134,2020-02-04,Active
ACC02195,Nova Consulting 2195,Healthcare,UK,Birmingham,581,3049088,USR0103,2020-09-29,Active
ACC02196,Apex Software 2196,Education,USA,Dallas,1486,8703502,USR0068,2024-01-23,Active
ACC02197,Prime Consulting 2197,Automotive,UK,Manchester,4204,25224000,USR0113,2024-05-25,Active
ACC02198,Future Solutions 2198,Retail,Canada,Toronto,2913,20070570,USR0068,2023-05-08,Active
ACC02199,Infinity Industries 2199,Finance,USA,Boston,727,3663353,USR0039,2020-10-26,Active
ACC02200,United Systems 2200,Education,UK,Birmingham,4401,31603581,USR0113,2024-05-14,Active
ACC02201,Apex Corporation 2201,Retail,Germany,Munich,868,10758860,USR0113,2023-07-07,Active
ACC02202,Vertex Software 2202,Retail,UK,Birmingham,3980,54151880,USR0068,2019-10-02,Active
ACC02203,Digital Consulting 2203,Retail,Germany,Munich,2659,38627293,USR0191,2023-02-19,Active
ACC02204,Blue Technologies 2204,Software,Germany,Berlin,50,667700,USR0115,2022-12-26,Active
ACC02205,Dynamic Corporation 2205,Healthcare,Germany,Hamburg,80,733040,USR0115,2024-03-13,Active
ACC02206,Next Solutions 2206,Logistics,UK,Birmingham,4619,27289052,USR0072,2020-07-10,Active
ACC02207,Digital Consulting 2207,Education,UK,Birmingham,2811,16759182,USR0039,2019-05-14,Active
ACC02208,Quantum Industries 2208,Software,UK,Manchester,2423,11235451,USR0039,2020-03-12,Active
ACC02209,Nova Systems 2209,Telecom,Canada,Vancouver,1273,10945254,USR0191,2022-10-24,Active
ACC02210,Global Consulting 2210,Telecom,Canada,Toronto,4101,37122252,USR0103,2022-05-13,Active
ACC02211,Apex Technologies 2211,Insurance,Canada,Vancouver,1533,8468292,USR0024,2020-07-16,Active
ACC02212,Fusion Group 2212,Education,USA,Dallas,948,5269932,USR0115,2021-12-18,Active
ACC02213,United Solutions 2213,Retail,India,Chennai,1759,23815101,USR0072,2019-11-19,Active
ACC02214,Blue Industries 2214,Insurance,Canada,Montreal,4454,23628470,USR0115,2022-05-02,Active
ACC02215,Nova Solutions 2215,Education,Germany,Berlin,2575,28026300,USR0039,2020-01-16,Active
ACC02216,Future Technologies 2216,Healthcare,India,Pune,792,10801296,USR0115,2019-01-17,Active
ACC02217,Digital Technologies 2217,Manufacturing,Germany,Munich,3345,43080255,USR0072,2020-03-13,Active
ACC02218,Vertex Group 2218,Finance,UK,London,691,6545843,USR0113,2020-11-20,Active
ACC02219,Rapid Solutions 2219,Insurance,USA,Seattle,1809,10989675,USR0072,2020-11-24,Active
ACC02220,Quantum Enterprises 2220,Logistics,USA,Boston,2258,30365584,USR0039,2021-02-07,Active
ACC02221,Infinity Software 2221,Retail,USA,Seattle,1748,24554156,USR0072,2023-05-11,Active
ACC02222,Cloud Industries 2222,Automotive,Canada,Toronto,3333,45592107,USR0113,2023-08-13,Active
ACC02223,Nova Industries 2223,Automotive,India,Chennai,1041,11330244,USR0134,2021-11-10,Active
ACC02224,Digital Technologies 2224,Finance,USA,Seattle,4859,34654388,USR0191,2021-11-02,Active
ACC02225,Rapid Systems 2225,Retail,UK,London,2058,12697860,USR0115,2019-06-14,Active
ACC02226,Quantum Technologies 2226,Healthcare,USA,Seattle,1109,8398457,USR0103,2022-02-06,Active
ACC02227,Rapid Technologies 2227,Education,India,Pune,132,1421904,USR0134,2020-03-14,Active
ACC02228,Vision Networks 2228,Telecom,India,Mumbai,1029,10332189,USR0039,2022-08-24,Active
ACC02229,Elite Consulting 2229,Retail,Canada,Vancouver,1671,24069084,USR0068,2020-08-20,Active
ACC02230,Elite Corporation 2230,Telecom,India,Mumbai,4033,48436330,USR0068,2022-01-26,Active
ACC02231,Blue Industries 2231,Software,USA,Seattle,3817,25184566,USR0039,2019-09-09,Active
ACC02232,Bright Consulting 2232,Finance,Canada,Toronto,3406,19785454,USR0134,2022-03-22,Active
ACC02233,Nova Industries 2233,Healthcare,India,Hyderabad,132,1551396,USR0103,2024-12-09,Active
ACC02234,Rapid Networks 2234,Manufacturing,Canada,Vancouver,1857,21099234,USR0134,2021-04-02,Active
ACC02235,Digital Enterprises 2235,Finance,Canada,Toronto,3955,30109415,USR0024,2023-11-30,Active
ACC02236,Apex Software 2236,Finance,Germany,Munich,1813,23639707,USR0113,2024-09-18,Active
ACC02237,Prime Industries 2237,Insurance,Canada,Montreal,2107,11839233,USR0191,2022-01-18,Active
ACC02238,Nova Enterprises 2238,Manufacturing,USA,New York,4666,26852830,USR0115,2021-09-15,Active
ACC02239,Future Software 2239,Logistics,UK,Birmingham,4725,59922450,USR0024,2021-01-19,Active
ACC02240,Cloud Technologies 2240,Automotive,India,Pune,2701,35312874,USR0024,2023-09-16,Active
ACC02241,United Technologies 2241,Telecom,Germany,Berlin,1554,8977458,USR0191,2022-06-08,Active
ACC02242,Future Industries 2242,Healthcare,UK,London,3312,49593888,USR0191,2023-01-01,Active
ACC02243,Elite Networks 2243,Education,UK,London,2026,18882320,USR0134,2019-07-07,Active
ACC02244,Dynamic Networks 2244,Telecom,India,Chennai,2751,33229329,USR0191,2021-07-21,Active
ACC02245,Infinity Technologies 2245,Telecom,USA,New York,4649,29028356,USR0113,2021-08-05,Active
ACC02246,Blue Software 2246,Insurance,Germany,Munich,4402,22841978,USR0115,2020-02-25,Active
ACC02247,Bright Systems 2247,Software,India,Mumbai,1809,18227484,USR0191,2020-02-01,Active
ACC02248,Future Technologies 2248,Retail,UK,Manchester,1005,8636970,USR0191,2024-01-17,Active
ACC02249,Global Corporation 2249,Automotive,India,Chennai,993,5493276,USR0103,2021-10-22,Active
ACC02250,Infinity Software 2250,Software,USA,Seattle,2289,29445696,USR0103,2020-11-15,Active
ACC02251,Digital Software 2251,Automotive,Germany,Munich,839,4575067,USR0113,2024-08-25,Active
ACC02252,Quantum Group 2252,Logistics,Canada,Toronto,3518,34184406,USR0024,2023-01-01,Active
ACC02253,Infinity Systems 2253,Retail,USA,New York,4703,20453347,USR0024,2022-02-01,Active
ACC02254,Vertex Systems 2254,Retail,India,Pune,1489,10732712,USR0103,2021-05-06,Active
ACC02255,Next Industries 2255,Software,Germany,Berlin,3702,28490592,USR0115,2020-07-04,Active
ACC02256,Prime Software 2256,Healthcare,Canada,Montreal,2474,27397076,USR0068,2020-09-22,Active
ACC02257,Vertex Networks 2257,Insurance,Germany,Berlin,1423,14423528,USR0024,2019-05-24,Active
ACC02258,Vertex Enterprises 2258,Finance,USA,New York,1310,9784390,USR0039,2019-10-27,Active
ACC02259,Smart Solutions 2259,Insurance,Germany,Berlin,1381,11545160,USR0113,2024-10-31,Active
ACC02260,Cloud Group 2260,Automotive,UK,Manchester,3731,24542518,USR0068,2024-12-22,Active
ACC02261,Vision Networks 2261,Manufacturing,Germany,Berlin,3666,31432284,USR0039,2022-07-17,Active
ACC02262,Fusion Software 2262,Insurance,USA,Chicago,3344,29567648,USR0039,2023-03-19,Active
ACC02263,Bright Solutions 2263,Insurance,UK,London,1058,5164098,USR0024,2021-07-30,Active
ACC02264,Prime Consulting 2264,Insurance,Germany,Munich,4776,29682840,USR0103,2019-08-05,Active
ACC02265,Vertex Consulting 2265,Automotive,India,Mumbai,1990,9613690,USR0072,2024-09-13,Active
ACC02266,Infinity Solutions 2266,Insurance,India,Chennai,4544,24396736,USR0115,2022-10-21,Active
ACC02267,Infinity Solutions 2267,Finance,Canada,Vancouver,2740,35600820,USR0134,2020-07-11,Active
ACC02268,Blue Enterprises 2268,Insurance,Germany,Berlin,1164,8860368,USR0113,2020-01-02,Active
ACC02269,Next Group 2269,Education,Germany,Berlin,3478,50031030,USR0068,2019-11-25,Active
ACC02270,Bright Systems 2270,Software,Canada,Vancouver,265,1203630,USR0115,2019-02-17,Active
ACC02271,Apex Technologies 2271,Healthcare,USA,Dallas,1371,19793127,USR0068,2019-11-29,Active
ACC02272,Vision Networks 2272,Software,USA,Seattle,4435,64790915,USR0113,2023-03-02,Active
ACC02273,Fusion Technologies 2273,Insurance,India,Bangalore,2582,26362220,USR0072,2020-04-16,Active
ACC02274,Nova Industries 2274,Automotive,Canada,Toronto,716,9265756,USR0113,2020-08-28,Active
ACC02275,Rapid Consulting 2275,Finance,Germany,Munich,4043,50763908,USR0024,2019-11-10,Active
ACC02276,Vertex Industries 2276,Logistics,UK,Birmingham,367,3356582,USR0134,2023-04-04,Active
ACC02277,Blue Consulting 2277,Software,Germany,Munich,235,1109905,USR0191,2019-07-20,Active
ACC02278,Future Software 2278,Insurance,Germany,Munich,2817,15361101,USR0039,2023-01-20,Active
ACC02279,Future Consulting 2279,Retail,India,Hyderabad,3114,41179536,USR0103,2020-05-18,Active
ACC02280,Smart Systems 2280,Software,Canada,Montreal,1886,17481334,USR0134,2023-02-22,Active
ACC02281,Dynamic Industries 2281,Logistics,India,Chennai,3094,14498484,USR0191,2019-06-11,Active
ACC02282,Blue Enterprises 2282,Automotive,India,Mumbai,3380,46860320,USR0024,2024-02-28,Active
ACC02283,Dynamic Technologies 2283,Healthcare,UK,Birmingham,4327,30405829,USR0103,2020-05-30,Active
ACC02284,Blue Industries 2284,Healthcare,USA,New York,3228,26282376,USR0024,2024-12-05,Active
ACC02285,Infinity Consulting 2285,Insurance,USA,Dallas,2138,31101486,USR0115,2020-12-27,Active
ACC02286,Digital Networks 2286,Insurance,India,Chennai,1608,16391952,USR0115,2021-02-07,Active
ACC02287,Global Enterprises 2287,Telecom,Canada,Toronto,1288,6534024,USR0103,2020-08-02,Active
ACC02288,Fusion Industries 2288,Telecom,India,Chennai,4701,68493570,USR0115,2022-06-13,Active
ACC02289,Nova Systems 2289,Insurance,USA,Chicago,3458,21225204,USR0103,2023-02-17,Active
ACC02290,Smart Software 2290,Software,USA,Dallas,2083,11135718,USR0134,2024-03-07,Active
ACC02291,Elite Industries 2291,Software,Germany,Berlin,2925,29606850,USR0024,2022-04-05,Active
ACC02292,Vertex Enterprises 2292,Manufacturing,India,Bangalore,2804,36182816,USR0191,2021-02-04,Active
ACC02293,Vision Technologies 2293,Manufacturing,USA,Seattle,3110,28117510,USR0115,2023-08-12,Active
ACC02294,Nova Consulting 2294,Healthcare,UK,Birmingham,4158,18162144,USR0068,2021-07-14,Active
ACC02295,Dynamic Software 2295,Manufacturing,UK,Birmingham,4123,51533377,USR0113,2020-12-31,Active
ACC02296,United Systems 2296,Manufacturing,Germany,Hamburg,524,5014156,USR0072,2019-06-03,Active
ACC02297,Blue Industries 2297,Retail,India,Mumbai,1790,13287170,USR0072,2022-12-25,Active
ACC02298,Cloud Industries 2298,Finance,UK,Manchester,1020,10676340,USR0072,2021-06-27,Active
ACC02299,Prime Solutions 2299,Healthcare,USA,Boston,3745,47265645,USR0113,2024-03-25,Active
ACC02300,Infinity Technologies 2300,Retail,UK,London,1995,27371400,USR0191,2020-01-10,Active
ACC02301,Digital Software 2301,Telecom,India,Hyderabad,2666,20522868,USR0113,2019-06-10,Active
ACC02302,Blue Solutions 2302,Telecom,USA,Boston,4156,50441372,USR0115,2022-09-03,Active
ACC02303,Prime Networks 2303,Software,UK,Manchester,4546,57243232,USR0103,2019-02-04,Active
ACC02304,Vertex Software 2304,Telecom,USA,New York,4821,27711108,USR0024,2022-10-02,Active
ACC02305,Prime Consulting 2305,Telecom,India,Chennai,4311,18166554,USR0113,2021-09-28,Active
ACC02306,United Networks 2306,Telecom,Germany,Munich,2343,32253738,USR0068,2020-05-05,Active
ACC02307,Apex Group 2307,Finance,India,Hyderabad,3033,42431670,USR0113,2022-11-17,Active
ACC02308,Blue Solutions 2308,Automotive,Canada,Montreal,600,3610800,USR0024,2024-11-24,Active
ACC02309,Nova Solutions 2309,Insurance,UK,Manchester,1870,14567300,USR0068,2023-06-15,Active
ACC02310,Digital Corporation 2310,Finance,USA,Boston,1161,12390192,USR0134,2021-03-08,Active
ACC02311,Vertex Software 2311,Retail,UK,Birmingham,4163,26734786,USR0039,2019-10-29,Active
ACC02312,Bright Industries 2312,Manufacturing,Canada,Vancouver,3446,18115622,USR0103,2020-01-13,Active
ACC02313,Blue Industries 2313,Education,India,Chennai,4411,47074192,USR0039,2019-06-25,Active
ACC02314,Apex Corporation 2314,Software,India,Hyderabad,3259,35923957,USR0024,2023-11-19,Active
ACC02315,Cloud Solutions 2315,Retail,USA,Chicago,3514,15089116,USR0024,2019-06-22,Active
ACC02316,Blue Consulting 2316,Software,India,Bangalore,3219,33857442,USR0103,2019-12-29,Active
ACC02317,Elite Systems 2317,Finance,Germany,Berlin,2644,19795628,USR0115,2020-02-14,Active
ACC02318,Vision Industries 2318,Insurance,Canada,Vancouver,446,4924286,USR0103,2024-09-16,Active
ACC02319,Vertex Enterprises 2319,Telecom,UK,London,3996,56990952,USR0039,2024-06-10,Active
ACC02320,Infinity Systems 2320,Software,UK,London,4316,35913436,USR0113,2022-04-04,Active
ACC02321,Prime Software 2321,Retail,Canada,Montreal,60,758820,USR0115,2024-01-07,Active
ACC02322,United Industries 2322,Telecom,India,Hyderabad,4527,57311820,USR0024,2020-07-13,Active
ACC02323,Blue Software 2323,Education,India,Bangalore,1036,5049464,USR0113,2020-02-24,Active
ACC02324,Bright Technologies 2324,Manufacturing,UK,London,4176,41897808,USR0134,2019-09-23,Active
ACC02325,Nova Group 2325,Telecom,India,Pune,3731,30523311,USR0072,2020-11-09,Active
ACC02326,Fusion Group 2326,Manufacturing,UK,Birmingham,3466,49324646,USR0068,2023-03-20,Active
ACC02327,Infinity Group 2327,Manufacturing,UK,Birmingham,3757,20543276,USR0024,2024-11-08,Active
ACC02328,Next Consulting 2328,Finance,Canada,Montreal,3166,45691712,USR0039,2021-10-13,Active
ACC02329,United Group 2329,Automotive,USA,Dallas,194,2366606,USR0024,2022-06-22,Active
ACC02330,Fusion Software 2330,Manufacturing,India,Mumbai,907,6376210,USR0134,2021-07-02,Active
ACC02331,Next Enterprises 2331,Automotive,Germany,Hamburg,4606,22555582,USR0103,2023-07-29,Active
ACC02332,Apex Consulting 2332,Logistics,Germany,Berlin,3280,47523920,USR0024,2020-04-27,Active
ACC02333,Smart Technologies 2333,Insurance,Germany,Berlin,1788,16217160,USR0113,2021-07-23,Active
ACC02334,Fusion Software 2334,Insurance,Canada,Montreal,4954,49178358,USR0113,2021-09-26,Active
ACC02335,Next Consulting 2335,Healthcare,USA,Dallas,45,434115,USR0113,2023-07-28,Active
ACC02336,Next Group 2336,Telecom,UK,Manchester,2816,12643840,USR0115,2020-08-26,Active
ACC02337,Rapid Corporation 2337,Healthcare,UK,Birmingham,1221,13568973,USR0134,2021-12-25,Active
ACC02338,Infinity Enterprises 2338,Retail,UK,Manchester,2843,30326281,USR0191,2019-10-26,Active
ACC02339,Apex Consulting 2339,Insurance,Germany,Munich,824,5262888,USR0024,2021-02-18,Active
ACC02340,United Group 2340,Telecom,Canada,Toronto,2083,14885118,USR0191,2021-12-29,Active
ACC02341,Infinity Systems 2341,Software,India,Chennai,2565,31649535,USR0072,2022-01-18,Active
ACC02342,Apex Systems 2342,Telecom,Germany,Berlin,28,114968,USR0191,2024-10-05,Active
ACC02343,Fusion Enterprises 2343,Insurance,Germany,Berlin,471,2785023,USR0039,2023-05-05,Active
ACC02344,Vision Solutions 2344,Healthcare,USA,Chicago,2763,12204171,USR0072,2019-07-16,Active
ACC02345,Elite Consulting 2345,Automotive,USA,Boston,2307,12254784,USR0115,2022-04-15,Active
ACC02346,Global Corporation 2346,Retail,USA,Seattle,3360,23194080,USR0103,2024-11-07,Active
ACC02347,Rapid Networks 2347,Retail,Germany,Hamburg,1196,5769504,USR0039,2023-02-17,Active
ACC02348,Future Industries 2348,Telecom,USA,Seattle,3629,40837137,USR0024,2022-02-27,Active
ACC02349,Vertex Technologies 2349,Automotive,Germany,Berlin,3323,35702312,USR0072,2020-06-16,Active
ACC02350,Next Corporation 2350,Telecom,USA,Boston,774,9335988,USR0113,2024-04-26,Active
ACC02351,Blue Systems 2351,Software,UK,Birmingham,4949,25210206,USR0024,2021-12-15,Active
ACC02352,Elite Consulting 2352,Retail,UK,Manchester,570,4103430,USR0039,2021-03-23,Active
ACC02353,Bright Software 2353,Retail,USA,Chicago,2593,25574759,USR0134,2020-12-02,Active
ACC02354,Dynamic Enterprises 2354,Software,USA,Seattle,4482,23736672,USR0024,2024-03-16,Active
ACC02355,Vision Systems 2355,Telecom,USA,New York,4959,33106284,USR0072,2019-01-02,Active
ACC02356,Prime Software 2356,Finance,Germany,Berlin,4224,63237504,USR0115,2022-07-25,Active
ACC02357,Bright Networks 2357,Retail,UK,Birmingham,2845,28905200,USR0068,2020-05-11,Active
ACC02358,Vision Networks 2358,Automotive,USA,Boston,2450,22125950,USR0115,2021-12-19,Active
ACC02359,Blue Systems 2359,Manufacturing,UK,Manchester,411,2592177,USR0191,2023-06-09,Active
ACC02360,Cloud Technologies 2360,Retail,USA,Seattle,2276,19721540,USR0113,2019-08-05,Active
ACC02361,Bright Software 2361,Healthcare,Canada,Toronto,3283,38434081,USR0134,2024-12-28,Active
ACC02362,Next Networks 2362,Healthcare,Germany,Hamburg,4225,28687750,USR0134,2021-02-03,Active
ACC02363,Apex Systems 2363,Healthcare,USA,Seattle,4845,61943325,USR0115,2021-01-17,Active
ACC02364,Vision Industries 2364,Logistics,UK,Manchester,1425,19066500,USR0024,2022-10-25,Active
ACC02365,Fusion Networks 2365,Healthcare,India,Hyderabad,1917,24606612,USR0024,2021-09-22,Active
ACC02366,Cloud Systems 2366,Education,UK,Birmingham,2628,28095948,USR0115,2019-04-30,Active
ACC02367,Quantum Group 2367,Telecom,Germany,Hamburg,207,2499318,USR0134,2023-10-22,Active
ACC02368,Prime Networks 2368,Retail,Germany,Hamburg,520,5510440,USR0113,2024-07-26,Active
ACC02369,Elite Consulting 2369,Insurance,India,Pune,3010,12148360,USR0134,2023-03-21,Active
ACC02370,Next Solutions 2370,Education,India,Mumbai,1854,26527032,USR0039,2022-12-01,Active
ACC02371,Vertex Solutions 2371,Insurance,Germany,Hamburg,3018,12805374,USR0068,2022-10-04,Active
ACC02372,Bright Solutions 2372,Insurance,Canada,Vancouver,4684,30272692,USR0113,2019-10-26,Active
ACC02373,Vertex Solutions 2373,Logistics,UK,London,2701,35931403,USR0039,2023-06-18,Active
ACC02374,Fusion Technologies 2374,Telecom,UK,Birmingham,4396,36922004,USR0072,2021-08-21,Active
ACC02375,Fusion Group 2375,Finance,UK,Manchester,4498,19179472,USR0068,2020-10-10,Active
ACC02376,Blue Corporation 2376,Automotive,USA,Boston,1902,28246602,USR0103,2023-11-10,Active
ACC02377,Future Consulting 2377,Automotive,Canada,Montreal,1084,9630256,USR0113,2022-10-15,Active
ACC02378,Cloud Consulting 2378,Insurance,USA,New York,2342,22672902,USR0115,2024-01-25,Active
ACC02379,Cloud Networks 2379,Retail,USA,Seattle,770,7582960,USR0024,2021-01-03,Active
ACC02380,Infinity Enterprises 2380,Software,Germany,Munich,3932,28353652,USR0068,2021-02-03,Active
ACC02381,Fusion Networks 2381,Logistics,Canada,Vancouver,658,9251480,USR0039,2019-09-18,Active
ACC02382,Digital Group 2382,Automotive,UK,Manchester,3169,40813551,USR0024,2020-09-06,Active
ACC02383,Rapid Enterprises 2383,Insurance,UK,Manchester,1280,7834880,USR0115,2022-08-04,Active
ACC02384,Rapid Software 2384,Education,Germany,Hamburg,332,4826948,USR0039,2024-12-19,Active
ACC02385,Cloud Technologies 2385,Education,Germany,Hamburg,1545,22005435,USR0103,2021-08-30,Active
ACC02386,Blue Industries 2386,Logistics,USA,Dallas,3216,32935056,USR0115,2022-09-21,Active
ACC02387,Rapid Technologies 2387,Education,USA,New York,1395,11969100,USR0134,2020-12-21,Active
ACC02388,Dynamic Industries 2388,Automotive,Canada,Toronto,4309,44990269,USR0068,2024-03-01,Active
ACC02389,Elite Software 2389,Finance,India,Bangalore,2429,17105018,USR0115,2021-10-07,Active
ACC02390,Infinity Group 2390,Education,Canada,Vancouver,1840,13224080,USR0072,2020-02-27,Active
ACC02391,Elite Systems 2391,Education,Canada,Toronto,2705,19089185,USR0068,2024-12-23,Active
ACC02392,Digital Systems 2392,Telecom,Canada,Vancouver,1393,18705204,USR0024,2020-12-04,Active
ACC02393,Rapid Software 2393,Healthcare,India,Bangalore,4359,60851640,USR0039,2023-02-24,Active
ACC02394,Quantum Consulting 2394,Software,USA,Boston,3224,32397976,USR0191,2023-02-07,Active
ACC02395,Digital Consulting 2395,Automotive,Canada,Vancouver,4596,42807144,USR0072,2019-03-06,Active
ACC02396,United Networks 2396,Manufacturing,Canada,Vancouver,1856,7654144,USR0103,2021-03-06,Active
ACC02397,Fusion Solutions 2397,Automotive,UK,Birmingham,630,3688020,USR0113,2024-05-25,Active
ACC02398,Digital Systems 2398,Manufacturing,USA,Chicago,4292,40623780,USR0103,2021-08-24,Active
ACC02399,Blue Solutions 2399,Education,Canada,Toronto,3251,29385789,USR0068,2019-12-28,Active
ACC02400,Nova Networks 2400,Retail,USA,Dallas,2705,19784370,USR0113,2020-03-15,Active
ACC02401,Vertex Corporation 2401,Healthcare,UK,London,3456,40766976,USR0115,2024-11-18,Active
ACC02402,Quantum Enterprises 2402,Finance,Germany,Munich,395,1683885,USR0072,2021-12-24,Active
ACC02403,Prime Industries 2403,Telecom,USA,New York,2918,20148790,USR0068,2024-02-14,Active
ACC02404,Fusion Consulting 2404,Automotive,USA,Boston,4310,50629570,USR0103,2019-09-04,Active
ACC02405,Next Networks 2405,Insurance,USA,Dallas,2977,18237102,USR0024,2021-08-20,Active
ACC02406,Cloud Consulting 2406,Insurance,Canada,Vancouver,1353,8445426,USR0072,2022-09-17,Active
ACC02407,Smart Enterprises 2407,Logistics,USA,Dallas,4800,59025600,USR0103,2023-08-29,Active
ACC02408,Infinity Networks 2408,Education,Canada,Vancouver,1392,8719488,USR0072,2024-07-11,Active
ACC02409,Cloud Corporation 2409,Education,Canada,Montreal,2801,38202839,USR0113,2023-09-25,Active
ACC02410,United Group 2410,Automotive,Canada,Toronto,4132,25250652,USR0068,2022-06-01,Active
ACC02411,Prime Solutions 2411,Software,Germany,Munich,228,1420440,USR0103,2019-01-26,Active
ACC02412,Blue Systems 2412,Healthcare,Canada,Vancouver,1900,25851400,USR0072,2021-08-08,Active
ACC02413,Quantum Systems 2413,Software,USA,Dallas,2619,13445946,USR0068,2021-05-03,Active
ACC02414,United Corporation 2414,Insurance,Germany,Berlin,4294,31530842,USR0113,2023-10-10,Active
ACC02415,Vertex Solutions 2415,Automotive,Canada,Vancouver,2349,29400084,USR0191,2024-11-19,Active
ACC02416,Elite Enterprises 2416,Retail,UK,Birmingham,4039,25688040,USR0113,2024-08-08,Active
ACC02417,Smart Networks 2417,Finance,Germany,Hamburg,2417,35135929,USR0113,2023-08-20,Active
ACC02418,Apex Systems 2418,Retail,Canada,Montreal,1393,13988506,USR0039,2022-03-25,Active
ACC02419,Global Consulting 2419,Retail,India,Mumbai,4471,25636714,USR0115,2020-07-01,Active
ACC02420,Global Systems 2420,Manufacturing,India,Chennai,1193,17382010,USR0024,2019-01-30,Active
ACC02421,Fusion Solutions 2421,Retail,USA,Seattle,86,470592,USR0134,2024-10-29,Active
ACC02422,Smart Industries 2422,Education,Germany,Berlin,1690,22064640,USR0072,2024-03-12,Active
ACC02423,Apex Consulting 2423,Logistics,India,Hyderabad,3329,41605842,USR0113,2019-12-23,Active
ACC02424,Vertex Systems 2424,Education,Canada,Vancouver,3823,35385688,USR0103,2021-12-02,Active
ACC02425,Infinity Industries 2425,Education,Germany,Berlin,3124,20415340,USR0068,2019-05-14,Active
ACC02426,Next Group 2426,Healthcare,USA,Boston,3735,38339775,USR0039,2021-09-14,Active
ACC02427,Elite Technologies 2427,Finance,UK,London,3620,21651220,USR0113,2024-04-04,Active
ACC02428,Global Networks 2428,Software,India,Mumbai,3648,27575232,USR0072,2021-02-01,Active
ACC02429,United Systems 2429,Telecom,India,Mumbai,4743,63020241,USR0024,2021-05-26,Active
ACC02430,Vertex Solutions 2430,Retail,Germany,Munich,4813,25191242,USR0039,2022-05-26,Active
ACC02431,Infinity Consulting 2431,Retail,India,Mumbai,1384,12907184,USR0024,2023-01-29,Active
ACC02432,Rapid Consulting 2432,Telecom,India,Bangalore,4574,41380978,USR0191,2021-12-28,Active
ACC02433,Prime Networks 2433,Telecom,Germany,Hamburg,4059,30787515,USR0191,2020-10-23,Active
ACC02434,Nova Software 2434,Automotive,USA,Boston,2744,22709344,USR0115,2021-11-05,Active
ACC02435,Digital Group 2435,Software,USA,Chicago,3680,51111520,USR0024,2023-12-03,Active
ACC02436,Vertex Group 2436,Education,India,Hyderabad,592,3939760,USR0024,2019-08-16,Active
