OpportunityID,LeadID,AccountID,AssignedSalesRepID,Stage,Probability,OpportunityAmount,CreatedDate,ExpectedCloseDate
OPP13471,LEAD032970,ACC04748,USR0068,Negotiation,75,198374,2025-04-25,2025-05-18
OPP13472,LEAD032973,ACC02663,USR0039,Needs Analysis,35,276217,2025-04-27,2025-06-04
OPP13473,LEAD032975,ACC00828,USR0039,Proposal,50,280859,2025-04-30,2025-07-14
OPP13474,LEAD032976,ACC04898,USR0103,Closed Lost,0,140764,2025-04-08,2025-05-17
OPP13475,LEAD032982,ACC03992,USR0072,Needs Analysis,35,211509,2025-04-30,2025-05-22
OPP13476,LEAD032985,ACC03371,USR0134,Needs Analysis,35,255313,2025-05-11,2025-06-20
OPP13477,LEAD032987,ACC03781,USR0134,Closed Won,100,158090,2025-05-04,2025-06-12
OPP13478,LEAD032988,ACC02134,USR0068,Negotiation,75,219624,2025-04-29,2025-07-13
OPP13479,LEAD032991,ACC02420,USR0072,Closed Won,100,48328,2025-04-18,2025-07-16
OPP13480,LEAD032997,ACC01162,USR0115,Qualification,20,145263,2025-05-19,2025-07-23
OPP13481,LEAD032998,ACC03412,USR0134,Proposal,50,250781,2025-04-13,2025-05-13
OPP13482,LEAD033000,ACC02195,USR0072,Closed Won,100,279811,2025-04-18,2025-07-09
OPP13483,LEAD033003,ACC02217,USR0191,Proposal,50,232220,2025-04-30,2025-06-25
OPP13484,LEAD033004,ACC03579,USR0072,Proposal,50,69823,2025-05-20,2025-08-13
OPP13485,LEAD033006,ACC01210,USR0039,Negotiation,75,138243,2025-04-11,2025-06-25
OPP13486,LEAD033011,ACC03956,USR0115,Proposal,50,71455,2025-04-17,2025-06-25
OPP13487,LEAD033012,ACC03515,USR0115,Qualification,20,199060,2025-04-26,2025-07-10
OPP13488,LEAD033014,ACC01365,USR0024,Needs Analysis,35,280667,2025-05-21,2025-08-09
OPP13489,LEAD033015,ACC01995,USR0039,Closed Won,100,27044,2025-04-29,2025-07-02
OPP13490,LEAD033025,ACC03776,USR0191,Qualification,20,225799,2025-05-12,2025-07-29
OPP13491,LEAD033027,ACC00688,USR0134,Proposal,50,155364,2025-05-03,2025-06-28
OPP13492,LEAD033029,ACC01039,USR0115,Closed Lost,0,15819,2025-04-17,2025-05-09
OPP13493,LEAD033030,ACC03841,USR0072,Needs Analysis,35,168542,2025-04-20,2025-06-20
OPP13494,LEAD033032,ACC02915,USR0024,Proposal,50,76118,2025-04-21,2025-05-23
OPP13495,LEAD033034,ACC04791,USR0072,Qualification,20,55718,2025-04-27,2025-05-15
OPP13496,LEAD033035,ACC00059,USR0191,Qualification,20,118269,2025-04-18,2025-06-28
OPP13497,LEAD033037,ACC02136,USR0115,Negotiation,75,211181,2025-04-17,2025-05-20
OPP13498,LEAD033043,ACC01623,USR0115,Needs Analysis,35,138695,2025-04-23,2025-07-04
OPP13499,LEAD033049,ACC04193,USR0115,Qualification,20,116597,2025-04-27,2025-06-18
OPP13500,LEAD033051,ACC04601,USR0024,Needs Analysis,35,209323,2025-05-12,2025-07-08
OPP13501,LEAD033053,ACC04659,USR0191,Negotiation,75,209884,2025-05-07,2025-07-05
OPP13502,LEAD033055,ACC04066,USR0024,Proposal,50,37369,2025-05-12,2025-06-04
OPP13503,LEAD033058,ACC02838,USR0072,Proposal,50,286111,2025-04-18,2025-05-29
OPP13504,LEAD033059,ACC03653,USR0191,Closed Won,100,64492,2025-05-03,2025-07-13
OPP13505,LEAD033060,ACC00469,USR0191,Needs Analysis,35,156770,2025-04-29,2025-06-23
OPP13506,LEAD033061,ACC02404,USR0115,Qualification,20,71508,2025-05-04,2025-08-02
OPP13507,LEAD033062,ACC04005,USR0068,Proposal,50,69517,2025-05-25,2025-06-13
OPP13508,LEAD033064,ACC01746,USR0039,Negotiation,75,96726,2025-05-21,2025-07-13
OPP13509,LEAD033069,ACC02756,USR0113,Proposal,50,283543,2025-05-04,2025-06-28
OPP13510,LEAD033071,ACC00827,USR0072,Negotiation,75,21312,2025-04-23,2025-05-08
OPP13511,LEAD033073,ACC03943,USR0072,Qualification,20,170464,2025-04-28,2025-07-02
OPP13512,LEAD033078,ACC04921,USR0039,Negotiation,75,125501,2025-04-18,2025-07-03
OPP13513,LEAD033084,ACC02130,USR0072,Proposal,50,180162,2025-04-07,2025-05-19
OPP13514,LEAD033085,ACC01624,USR0068,Qualification,20,140378,2025-05-10,2025-07-22
OPP13515,LEAD033086,ACC02438,USR0115,Needs Analysis,35,44124,2025-05-08,2025-06-16
OPP13516,LEAD033087,ACC04824,USR0068,Proposal,50,111379,2025-04-17,2025-06-24
OPP13517,LEAD033088,ACC01087,USR0024,Qualification,20,283406,2025-05-05,2025-06-05
OPP13518,LEAD033091,ACC01923,USR0072,Qualification,20,116249,2025-05-11,2025-07-14
OPP13519,LEAD033092,ACC01250,USR0115,Needs Analysis,35,127449,2025-05-16,2025-07-27
OPP13520,LEAD033093,ACC01142,USR0191,Closed Won,100,234314,2025-04-25,2025-06-02
OPP13521,LEAD033095,ACC01608,USR0024,Closed Won,100,88121,2025-04-29,2025-07-19
OPP13522,LEAD033096,ACC02266,USR0103,Needs Analysis,35,107253,2025-04-20,2025-07-16
OPP13523,LEAD033097,ACC03923,USR0191,Negotiation,75,257747,2025-05-03,2025-06-01
OPP13524,LEAD033101,ACC01086,USR0068,Closed Lost,0,55638,2025-04-19,2025-07-16
OPP13525,LEAD033104,ACC04762,USR0068,Needs Analysis,35,121828,2025-04-17,2025-05-30
OPP13526,LEAD033106,ACC03007,USR0115,Qualification,20,169762,2025-05-13,2025-06-27
OPP13527,LEAD033108,ACC01121,USR0072,Closed Won,100,40625,2025-04-03,2025-06-11
OPP13528,LEAD033109,ACC04455,USR0113,Proposal,50,27218,2025-05-12,2025-08-02
OPP13529,LEAD033110,ACC00706,USR0068,Proposal,50,40071,2025-04-17,2025-05-06
OPP13530,LEAD033111,ACC00088,USR0039,Proposal,50,200436,2025-05-01,2025-07-19
OPP13531,LEAD033113,ACC04361,USR0072,Closed Lost,0,30627,2025-04-18,2025-06-26
OPP13532,LEAD033114,ACC01074,USR0039,Closed Won,100,93820,2025-05-05,2025-07-13
OPP13533,LEAD033115,ACC03145,USR0068,Qualification,20,11939,2025-05-16,2025-08-07
OPP13534,LEAD033116,ACC03400,USR0191,Proposal,50,59178,2025-04-30,2025-07-06
OPP13535,LEAD033122,ACC00331,USR0024,Closed Won,100,98990,2025-04-05,2025-06-19
OPP13536,LEAD033126,ACC00701,USR0115,Needs Analysis,35,30826,2025-04-20,2025-06-18
OPP13537,LEAD033129,ACC02896,USR0191,Proposal,50,296083,2025-05-01,2025-06-16
OPP13538,LEAD033131,ACC00708,USR0068,Needs Analysis,35,65895,2025-05-13,2025-05-28
OPP13539,LEAD033132,ACC03046,USR0024,Closed Won,100,83033,2025-04-15,2025-06-25
OPP13540,LEAD033133,ACC04968,USR0039,Closed Won,100,150812,2025-05-11,2025-06-11
OPP13541,LEAD033135,ACC03971,USR0072,Closed Lost,0,61884,2025-05-12,2025-07-03
OPP13542,LEAD033136,ACC03833,USR0039,Qualification,20,42892,2025-04-21,2025-07-13
OPP13543,LEAD033138,ACC02602,USR0024,Proposal,50,57970,2025-05-12,2025-05-30
OPP13544,LEAD033139,ACC02393,USR0115,Closed Won,100,96863,2025-04-28,2025-06-23
OPP13545,LEAD033140,ACC00874,USR0072,Proposal,50,261761,2025-05-16,2025-06-27
OPP13546,LEAD033143,ACC00287,USR0115,Proposal,50,191367,2025-05-11,2025-07-02
OPP13547,LEAD033144,ACC03873,USR0134,Negotiation,75,59362,2025-04-18,2025-05-22
OPP13548,LEAD033146,ACC01849,USR0024,Proposal,50,261659,2025-05-01,2025-06-04
OPP13549,LEAD033150,ACC02846,USR0134,Closed Won,100,85493,2025-04-24,2025-05-11
OPP13550,LEAD033151,ACC02047,USR0039,Qualification,20,102466,2025-05-08,2025-05-30
OPP13551,LEAD033152,ACC02578,USR0039,Negotiation,75,205092,2025-05-04,2025-06-26
OPP13552,LEAD033157,ACC03830,USR0103,Qualification,20,236138,2025-04-28,2025-06-30
OPP13553,LEAD033166,ACC04975,USR0191,Proposal,50,208472,2025-05-05,2025-06-04
OPP13554,LEAD033167,ACC01175,USR0039,Negotiation,75,27645,2025-05-20,2025-06-18
OPP13555,LEAD033168,ACC01499,USR0191,Needs Analysis,35,248565,2025-04-05,2025-06-05
OPP13556,LEAD033169,ACC01479,USR0115,Closed Lost,0,99264,2025-04-25,2025-05-21
OPP13557,LEAD033173,ACC01182,USR0103,Negotiation,75,100788,2025-04-24,2025-05-11
OPP13558,LEAD033175,ACC03712,USR0072,Proposal,50,116623,2025-05-07,2025-07-06
OPP13559,LEAD033180,ACC03162,USR0113,Qualification,20,163580,2025-05-04,2025-06-27
OPP13560,LEAD033181,ACC01863,USR0191,Proposal,50,251713,2025-05-04,2025-05-23
OPP13561,LEAD033185,ACC04956,USR0103,Proposal,50,71184,2025-04-27,2025-05-28
OPP13562,LEAD033187,ACC04639,USR0024,Qualification,20,98799,2025-04-24,2025-07-21
OPP13563,LEAD033188,ACC02989,USR0113,Closed Won,100,274594,2025-04-27,2025-06-30
OPP13564,LEAD033189,ACC02455,USR0072,Negotiation,75,7952,2025-05-04,2025-06-27
OPP13565,LEAD033190,ACC01598,USR0134,Needs Analysis,35,226087,2025-04-12,2025-06-10
OPP13566,LEAD033191,ACC00944,USR0039,Closed Won,100,235539,2025-05-17,2025-06-29
OPP13567,LEAD033192,ACC01340,USR0024,Needs Analysis,35,215164,2025-04-28,2025-06-09
OPP13568,LEAD033194,ACC00104,USR0039,Needs Analysis,35,251104,2025-04-21,2025-05-23
OPP13569,LEAD033195,ACC00602,USR0072,Needs Analysis,35,31425,2025-05-09,2025-07-04
OPP13570,LEAD033197,ACC01946,USR0039,Closed Won,100,258727,2025-05-21,2025-06-17
OPP13571,LEAD033198,ACC01998,USR0113,Qualification,20,239250,2025-04-27,2025-06-09
OPP13572,LEAD033199,ACC02820,USR0115,Needs Analysis,35,204653,2025-04-29,2025-06-20
OPP13573,LEAD033203,ACC04865,USR0115,Needs Analysis,35,73861,2025-05-12,2025-07-18
OPP13574,LEAD033204,ACC01431,USR0115,Negotiation,75,279428,2025-04-20,2025-05-09
OPP13575,LEAD033205,ACC04379,USR0191,Negotiation,75,48539,2025-04-12,2025-05-30
OPP13576,LEAD033207,ACC04873,USR0068,Needs Analysis,35,10423,2025-05-05,2025-07-29
OPP13577,LEAD033212,ACC04775,USR0134,Needs Analysis,35,83308,2025-04-19,2025-07-13
OPP13578,LEAD033214,ACC01774,USR0191,Negotiation,75,82919,2025-05-07,2025-07-14
OPP13579,LEAD033215,ACC03493,USR0191,Negotiation,75,201939,2025-04-30,2025-06-24
OPP13580,LEAD033216,ACC00190,USR0039,Needs Analysis,35,200176,2025-04-12,2025-07-09
OPP13581,LEAD033217,ACC01677,USR0039,Qualification,20,218961,2025-05-16,2025-07-26
OPP13582,LEAD033218,ACC00964,USR0103,Proposal,50,298226,2025-04-09,2025-06-27
OPP13583,LEAD033222,ACC02410,USR0068,Needs Analysis,35,187359,2025-04-18,2025-07-05
OPP13584,LEAD033225,ACC03003,USR0103,Closed Lost,0,261786,2025-04-13,2025-07-01
OPP13585,LEAD033228,ACC02070,USR0134,Closed Won,100,21405,2025-04-28,2025-07-04
OPP13586,LEAD033233,ACC01476,USR0115,Closed Won,100,102621,2025-05-25,2025-06-22
OPP13587,LEAD033237,ACC00336,USR0024,Closed Won,100,71237,2025-04-22,2025-06-05
OPP13588,LEAD033240,ACC02989,USR0103,Needs Analysis,35,287197,2025-05-20,2025-06-17
OPP13589,LEAD033244,ACC02388,USR0024,Proposal,50,126350,2025-05-10,2025-07-10
OPP13590,LEAD033245,ACC02667,USR0134,Qualification,20,119037,2025-04-26,2025-06-12
OPP13591,LEAD033249,ACC00825,USR0191,Needs Analysis,35,194170,2025-05-09,2025-07-15
OPP13592,LEAD033252,ACC01446,USR0039,Closed Lost,0,156899,2025-05-06,2025-07-07
OPP13593,LEAD033255,ACC01936,USR0072,Needs Analysis,35,173915,2025-04-23,2025-05-27
OPP13594,LEAD033264,ACC02432,USR0191,Needs Analysis,35,112397,2025-04-29,2025-05-27
OPP13595,LEAD033265,ACC04132,USR0191,Proposal,50,6208,2025-05-03,2025-08-01
OPP13596,LEAD033272,ACC02926,USR0134,Proposal,50,15292,2025-04-24,2025-05-31
OPP13597,LEAD033273,ACC04946,USR0024,Negotiation,75,276412,2025-04-21,2025-07-19
OPP13598,LEAD033277,ACC02501,USR0072,Closed Won,100,199768,2025-04-30,2025-07-28
OPP13599,LEAD033279,ACC04743,USR0103,Proposal,50,267451,2025-04-23,2025-06-23
OPP13600,LEAD033281,ACC03369,USR0024,Proposal,50,146459,2025-04-06,2025-07-02
OPP13601,LEAD033282,ACC04606,USR0113,Negotiation,75,195346,2025-05-04,2025-07-15
OPP13602,LEAD033286,ACC04281,USR0024,Proposal,50,91132,2025-04-07,2025-05-21
OPP13603,LEAD033287,ACC01585,USR0134,Qualification,20,79881,2025-05-15,2025-07-12
OPP13604,LEAD033288,ACC02269,USR0191,Qualification,20,73036,2025-05-23,2025-07-31
OPP13605,LEAD033290,ACC00246,USR0103,Closed Won,100,212031,2025-04-05,2025-05-12
OPP13606,LEAD033291,ACC01799,USR0191,Closed Won,100,197811,2025-04-20,2025-05-15
OPP13607,LEAD033295,ACC02996,USR0134,Closed Won,100,299909,2025-04-22,2025-06-08
OPP13608,LEAD033300,ACC00673,USR0024,Qualification,20,133098,2025-04-25,2025-07-02
OPP13609,LEAD033306,ACC03906,USR0024,Qualification,20,190515,2025-05-12,2025-06-29
OPP13610,LEAD033308,ACC01252,USR0068,Negotiation,75,112681,2025-04-21,2025-06-22
OPP13611,LEAD033310,ACC00011,USR0068,Proposal,50,298575,2025-05-12,2025-07-02
OPP13612,LEAD033311,ACC01773,USR0068,Negotiation,75,141823,2025-04-15,2025-07-03
OPP13613,LEAD033313,ACC03516,USR0103,Proposal,50,62884,2025-04-15,2025-06-22
OPP13614,LEAD033315,ACC03709,USR0115,Negotiation,75,188777,2025-04-30,2025-07-01
OPP13615,LEAD033319,ACC00513,USR0103,Qualification,20,55868,2025-05-09,2025-08-05
OPP13616,LEAD033321,ACC03730,USR0039,Closed Won,100,28814,2025-04-09,2025-06-22
OPP13617,LEAD033322,ACC02332,USR0103,Qualification,20,126739,2025-04-27,2025-07-15
OPP13618,LEAD033325,ACC03001,USR0113,Closed Won,100,285487,2025-04-19,2025-05-21
OPP13619,LEAD033328,ACC03268,USR0103,Negotiation,75,246009,2025-04-08,2025-07-02
OPP13620,LEAD033329,ACC02097,USR0113,Proposal,50,248212,2025-05-03,2025-07-07
OPP13621,LEAD033332,ACC03866,USR0191,Negotiation,75,241457,2025-04-29,2025-06-22
OPP13622,LEAD033334,ACC02673,USR0134,Closed Won,100,91298,2025-04-30,2025-07-07
OPP13623,LEAD033338,ACC01443,USR0068,Negotiation,75,37857,2025-04-15,2025-07-01
OPP13624,LEAD033340,ACC04315,USR0134,Negotiation,75,229189,2025-04-24,2025-05-24
OPP13625,LEAD033341,ACC00372,USR0103,Proposal,50,116603,2025-05-04,2025-06-22
OPP13626,LEAD033342,ACC03159,USR0072,Negotiation,75,259269,2025-05-06,2025-07-15
OPP13627,LEAD033345,ACC03842,USR0072,Qualification,20,83486,2025-04-17,2025-05-26
OPP13628,LEAD033346,ACC00330,USR0115,Qualification,20,227493,2025-05-16,2025-07-15
OPP13629,LEAD033349,ACC04777,USR0024,Needs Analysis,35,112373,2025-05-05,2025-07-30
OPP13630,LEAD033351,ACC01611,USR0115,Qualification,20,105363,2025-05-07,2025-07-16
OPP13631,LEAD033353,ACC01186,USR0134,Closed Won,100,195061,2025-05-09,2025-06-19
OPP13632,LEAD033356,ACC03843,USR0191,Needs Analysis,35,207898,2025-05-05,2025-06-04
OPP13633,LEAD033357,ACC02354,USR0072,Needs Analysis,35,65663,2025-05-13,2025-05-29
OPP13634,LEAD033360,ACC03387,USR0134,Needs Analysis,35,83433,2025-05-19,2025-06-19
OPP13635,LEAD033361,ACC01107,USR0068,Negotiation,75,215265,2025-04-21,2025-07-06
OPP13636,LEAD033362,ACC00223,USR0024,Qualification,20,98299,2025-04-22,2025-06-27
OPP13637,LEAD033364,ACC02186,USR0191,Proposal,50,125943,2025-05-24,2025-06-15
OPP13638,LEAD033368,ACC00942,USR0024,Closed Won,100,228480,2025-05-03,2025-07-24
OPP13639,LEAD033371,ACC01063,USR0072,Negotiation,75,180273,2025-05-13,2025-07-23
OPP13640,LEAD033375,ACC00929,USR0134,Proposal,50,150961,2025-05-01,2025-06-04
OPP13641,LEAD033377,ACC04174,USR0068,Qualification,20,139054,2025-04-15,2025-06-08
OPP13642,LEAD033382,ACC04951,USR0191,Negotiation,75,82071,2025-05-03,2025-06-10
OPP13643,LEAD033383,ACC04318,USR0191,Proposal,50,190721,2025-05-06,2025-06-03
OPP13644,LEAD033386,ACC03795,USR0068,Qualification,20,177963,2025-04-19,2025-07-03
OPP13645,LEAD033387,ACC01216,USR0024,Proposal,50,271928,2025-05-03,2025-06-18
OPP13646,LEAD033389,ACC04341,USR0115,Closed Won,100,269051,2025-05-05,2025-06-05
OPP13647,LEAD033391,ACC02905,USR0072,Proposal,50,109430,2025-05-19,2025-07-27
OPP13648,LEAD033395,ACC00647,USR0113,Needs Analysis,35,174640,2025-04-17,2025-06-13
OPP13649,LEAD033397,ACC00803,USR0039,Negotiation,75,259699,2025-05-23,2025-06-22
OPP13650,LEAD033398,ACC02249,USR0191,Negotiation,75,299479,2025-05-11,2025-08-02
OPP13651,LEAD033403,ACC00289,USR0115,Negotiation,75,84069,2025-05-09,2025-07-21
OPP13652,LEAD033404,ACC02979,USR0134,Proposal,50,186014,2025-04-28,2025-06-01
OPP13653,LEAD033406,ACC00402,USR0115,Needs Analysis,35,152400,2025-05-04,2025-06-12
OPP13654,LEAD033409,ACC01897,USR0134,Needs Analysis,35,282898,2025-05-10,2025-07-26
OPP13655,LEAD033412,ACC02866,USR0134,Negotiation,75,163506,2025-04-30,2025-07-17
OPP13656,LEAD033413,ACC04997,USR0113,Closed Lost,0,152877,2025-04-14,2025-06-19
OPP13657,LEAD033414,ACC01725,USR0103,Proposal,50,200908,2025-05-10,2025-05-25
OPP13658,LEAD033417,ACC01699,USR0134,Needs Analysis,35,6679,2025-04-24,2025-07-02
OPP13659,LEAD033420,ACC02078,USR0103,Negotiation,75,101481,2025-04-17,2025-05-28
OPP13660,LEAD033421,ACC03911,USR0068,Qualification,20,163232,2025-04-28,2025-05-22
OPP13661,LEAD033427,ACC03745,USR0115,Qualification,20,183039,2025-04-27,2025-06-07
OPP13662,LEAD033429,ACC02802,USR0113,Proposal,50,206319,2025-04-29,2025-05-15
OPP13663,LEAD033430,ACC04908,USR0113,Needs Analysis,35,47503,2025-05-06,2025-05-26
OPP13664,LEAD033431,ACC00958,USR0115,Proposal,50,246636,2025-04-28,2025-07-20
OPP13665,LEAD033432,ACC03202,USR0191,Qualification,20,192790,2025-04-13,2025-05-11
OPP13666,LEAD033433,ACC03874,USR0024,Negotiation,75,24713,2025-05-12,2025-06-08
OPP13667,LEAD033443,ACC02922,USR0191,Qualification,20,134920,2025-05-15,2025-07-19
OPP13668,LEAD033446,ACC03468,USR0072,Needs Analysis,35,233340,2025-05-16,2025-06-01
OPP13669,LEAD033449,ACC01523,USR0115,Needs Analysis,35,109974,2025-05-13,2025-06-14
OPP13670,LEAD033450,ACC03793,USR0068,Qualification,20,184556,2025-05-12,2025-06-11
OPP13671,LEAD033451,ACC03962,USR0072,Proposal,50,39747,2025-05-03,2025-07-03
OPP13672,LEAD033452,ACC03115,USR0113,Qualification,20,285989,2025-04-17,2025-06-16
OPP13673,LEAD033453,ACC01784,USR0115,Negotiation,75,22315,2025-05-01,2025-06-15
OPP13674,LEAD033456,ACC02132,USR0191,Proposal,50,121429,2025-05-16,2025-06-12
OPP13675,LEAD033458,ACC02848,USR0072,Proposal,50,109973,2025-04-15,2025-06-02
OPP13676,LEAD033460,ACC03987,USR0103,Closed Won,100,45675,2025-04-29,2025-07-27
OPP13677,LEAD033461,ACC03699,USR0134,Qualification,20,64784,2025-04-10,2025-06-12
OPP13678,LEAD033462,ACC00441,USR0134,Qualification,20,290300,2025-04-30,2025-07-07
OPP13679,LEAD033464,ACC04286,USR0113,Needs Analysis,35,188665,2025-05-01,2025-07-03
OPP13680,LEAD033466,ACC00090,USR0103,Qualification,20,90790,2025-04-23,2025-06-27
OPP13681,LEAD033467,ACC03526,USR0134,Closed Lost,0,230089,2025-04-13,2025-06-19
OPP13682,LEAD033468,ACC04721,USR0024,Closed Won,100,91479,2025-04-15,2025-06-08
OPP13683,LEAD033472,ACC03783,USR0024,Proposal,50,178445,2025-04-18,2025-05-19
OPP13684,LEAD033473,ACC04470,USR0191,Closed Won,100,60465,2025-04-13,2025-06-10
OPP13685,LEAD033474,ACC02429,USR0134,Negotiation,75,259461,2025-04-26,2025-07-20
OPP13686,LEAD033476,ACC02908,USR0191,Closed Won,100,176288,2025-04-13,2025-06-21
OPP13687,LEAD033477,ACC02275,USR0134,Closed Won,100,119637,2025-04-06,2025-05-22
OPP13688,LEAD033479,ACC02994,USR0191,Qualification,20,227484,2025-04-21,2025-06-28
OPP13689,LEAD033480,ACC02337,USR0134,Qualification,20,73391,2025-05-03,2025-07-24
OPP13690,LEAD033482,ACC02704,USR0039,Qualification,20,291287,2025-05-12,2025-07-07
OPP13691,LEAD033483,ACC04867,USR0072,Closed Won,100,270734,2025-04-21,2025-07-19
OPP13692,LEAD033484,ACC02116,USR0072,Closed Won,100,116640,2025-05-21,2025-06-07
OPP13693,LEAD033485,ACC04145,USR0134,Qualification,20,190362,2025-04-18,2025-07-09
OPP13694,LEAD033488,ACC00500,USR0113,Qualification,20,224726,2025-04-15,2025-06-30
OPP13695,LEAD033491,ACC00173,USR0072,Qualification,20,28279,2025-04-18,2025-06-26
OPP13696,LEAD033492,ACC04608,USR0068,Needs Analysis,35,287414,2025-05-20,2025-07-21
OPP13697,LEAD033493,ACC04068,USR0113,Closed Lost,0,246336,2025-05-05,2025-06-16
OPP13698,LEAD033496,ACC00229,USR0103,Proposal,50,86257,2025-05-09,2025-07-13
OPP13699,LEAD033498,ACC00498,USR0039,Closed Won,100,271652,2025-05-23,2025-06-27
OPP13700,LEAD033500,ACC01710,USR0191,Needs Analysis,35,258590,2025-04-06,2025-06-16
OPP13701,LEAD033503,ACC04100,USR0039,Proposal,50,7700,2025-04-29,2025-06-08
OPP13702,LEAD033504,ACC00994,USR0103,Proposal,50,146468,2025-04-13,2025-06-25
OPP13703,LEAD033505,ACC02000,USR0024,Closed Won,100,218949,2025-05-02,2025-06-11
OPP13704,LEAD033506,ACC00434,USR0113,Qualification,20,225789,2025-04-03,2025-04-19
OPP13705,LEAD033508,ACC03715,USR0134,Qualification,20,99590,2025-04-08,2025-04-29
OPP13706,LEAD033509,ACC01039,USR0113,Closed Won,100,239023,2025-04-26,2025-06-30
OPP13707,LEAD033510,ACC04812,USR0113,Needs Analysis,35,182206,2025-04-10,2025-04-30
OPP13708,LEAD033511,ACC00019,USR0068,Qualification,20,26304,2025-04-27,2025-06-03
OPP13709,LEAD033513,ACC03863,USR0191,Proposal,50,28886,2025-05-01,2025-07-20
OPP13710,LEAD033514,ACC00913,USR0103,Closed Won,100,293223,2025-04-18,2025-06-29
OPP13711,LEAD033515,ACC01044,USR0113,Negotiation,75,36247,2025-05-17,2025-08-07
OPP13712,LEAD033518,ACC01090,USR0103,Qualification,20,279450,2025-04-15,2025-05-21
OPP13713,LEAD033519,ACC01489,USR0113,Needs Analysis,35,12942,2025-04-29,2025-05-29
OPP13714,LEAD033521,ACC02866,USR0072,Closed Won,100,43768,2025-05-18,2025-06-21
OPP13715,LEAD033522,ACC01275,USR0072,Qualification,20,173103,2025-04-09,2025-07-06
OPP13716,LEAD033527,ACC01458,USR0068,Negotiation,75,77788,2025-05-22,2025-06-28
OPP13717,LEAD033531,ACC04086,USR0024,Needs Analysis,35,267887,2023-10-11,2023-11-09
OPP13718,LEAD033533,ACC00814,USR0024,Proposal,50,170273,2023-10-17,2023-12-02
OPP13719,LEAD033534,ACC03471,USR0103,Negotiation,75,183476,2023-11-04,2023-12-26
OPP13720,LEAD033535,ACC02541,USR0024,Negotiation,75,149073,2023-10-25,2023-12-26
OPP13721,LEAD033540,ACC03289,USR0039,Needs Analysis,35,110382,2023-11-21,2023-12-16
OPP13722,LEAD033541,ACC04665,USR0115,Proposal,50,271984,2023-10-04,2023-11-27
OPP13723,LEAD033548,ACC03588,USR0039,Negotiation,75,12475,2023-11-06,2024-01-18
OPP13724,LEAD033549,ACC03433,USR0191,Qualification,20,281549,2023-11-18,2024-02-01
OPP13725,LEAD033551,ACC03048,USR0072,Negotiation,75,179081,2023-10-14,2023-12-02
OPP13726,LEAD033552,ACC03958,USR0103,Needs Analysis,35,76978,2023-10-08,2023-12-14
OPP13727,LEAD033554,ACC04728,USR0039,Needs Analysis,35,8506,2023-10-30,2023-12-28
OPP13728,LEAD033560,ACC01952,USR0115,Closed Lost,0,25051,2023-10-17,2023-12-17
OPP13729,LEAD033561,ACC02008,USR0191,Needs Analysis,35,78005,2023-11-07,2024-01-04
OPP13730,LEAD033563,ACC04608,USR0134,Needs Analysis,35,112013,2023-11-01,2024-01-18
OPP13731,LEAD033564,ACC04421,USR0024,Qualification,20,82548,2023-11-23,2024-02-09
OPP13732,LEAD033565,ACC01285,USR0191,Closed Lost,0,27338,2023-10-26,2024-01-23
OPP13733,LEAD033567,ACC04042,USR0113,Negotiation,75,32910,2023-10-07,2023-11-05
OPP13734,LEAD033569,ACC02379,USR0191,Negotiation,75,124414,2023-10-24,2023-11-20
OPP13735,LEAD033570,ACC00857,USR0134,Negotiation,75,297276,2023-09-17,2023-11-17
OPP13736,LEAD033573,ACC04062,USR0134,Qualification,20,208291,2023-11-13,2023-12-22
OPP13737,LEAD033574,ACC00593,USR0134,Needs Analysis,35,257710,2023-10-06,2023-12-07
OPP13738,LEAD033576,ACC02415,USR0068,Proposal,50,224453,2023-10-05,2023-11-22
OPP13739,LEAD033578,ACC03648,USR0134,Qualification,20,114676,2023-09-16,2023-10-11
OPP13740,LEAD033584,ACC00486,USR0103,Proposal,50,211788,2023-11-09,2023-12-05
OPP13741,LEAD033586,ACC02947,USR0072,Closed Lost,0,75780,2023-10-04,2023-11-14
OPP13742,LEAD033589,ACC03329,USR0113,Qualification,20,287711,2023-10-05,2023-12-14
OPP13743,LEAD033590,ACC02198,USR0039,Closed Lost,0,181232,2023-11-03,2024-01-06
OPP13744,LEAD033592,ACC00093,USR0039,Negotiation,75,197732,2023-10-25,2023-12-05
OPP13745,LEAD033597,ACC01281,USR0068,Closed Lost,0,128231,2023-10-17,2023-12-06
OPP13746,LEAD033599,ACC02147,USR0113,Negotiation,75,172068,2023-10-17,2023-12-22
OPP13747,LEAD033601,ACC00576,USR0072,Needs Analysis,35,128271,2023-10-07,2023-12-09
OPP13748,LEAD033602,ACC01807,USR0113,Needs Analysis,35,231930,2023-09-25,2023-12-19
OPP13749,LEAD033603,ACC02995,USR0191,Qualification,20,114629,2023-10-16,2023-10-31
OPP13750,LEAD033605,ACC00046,USR0068,Proposal,50,237451,2023-10-11,2023-12-22
OPP13751,LEAD033606,ACC03795,USR0103,Negotiation,75,81140,2023-10-21,2024-01-18
OPP13752,LEAD033609,ACC02708,USR0072,Needs Analysis,35,111052,2023-09-29,2023-11-15
OPP13753,LEAD033613,ACC03391,USR0039,Needs Analysis,35,126790,2023-09-29,2023-10-28
OPP13754,LEAD033617,ACC01275,USR0024,Qualification,20,256507,2023-11-22,2023-12-16
